int(self),tree_cov,n_respectful_sheperd,n_disrespectful_sheperd,global_min_size,avg_grove_size,current_date.month,current_date.year
0,0.2536,10,0,9.0,27.764,4,1981
0,0.2572,10,0,9.0,27.5764,5,1981
0,0.2584,10,0,9.0,27.4436,6,1981
0,0.2616,10,0,9.0,27.318,7,1981
0,0.2584,10,0,9.0,27.0268,8,1981
0,0.2584,10,0,9.0,26.8436,9,1981
0,0.2616,10,0,9.0,26.5052,10,1981
0,0.2608,10,0,9.0,26.2016,11,1981
0,0.2668,10,0,9.0,26.9408,12,1981
0,0.2668,10,0,9.0,27.674,1,1982
0,0.2668,10,0,9.0,28.2832,2,1982
0,0.2628,10,0,9.0,28.1424,3,1982
0,0.2644,10,0,9.0,27.8116,4,1982
0,0.2644,10,0,9.0,27.4632,5,1982
0,0.2672,10,0,9.0,27.338,6,1982
0,0.2676,10,0,9.0,27.1312,7,1982
0,0.2684,10,0,9.0,26.956,8,1982
0,0.2636,10,0,9.0,26.5788,9,1982
0,0.264,10,0,9.0,26.364,10,1982
0,0.2608,10,0,9.0,26.1144,11,1982
0,0.2716,10,0,9.0,26.8536,12,1982
0,0.2716,10,0,9.0,27.582,1,1983
0,0.2716,10,0,9.0,28.1564,2,1983
0,0.2604,10,0,9.0,27.7928,3,1983
0,0.262,10,0,9.0,27.5636,4,1983
0,0.2588,10,0,9.0,27.2208,5,1983
0,0.2592,10,0,9.0,27.0468,7,1983
0,0.2588,10,0,9.0,26.8496,8,1983
0,0.2588,10,0,9.0,26.6728,9,1983
0,0.2584,10,0,9.0,26.4744,10,1983
0,0.262,10,0,9.0,26.242,11,1983
0,0.2712,10,0,9.0,26.98,12,1983
0,0.2712,10,0,9.0,27.7088,1,1984
0,0.2708,10,0,9.0,28.2892,2,1984
0,0.2616,10,0,9.0,27.942,3,1984
0,0.2632,10,0,9.0,27.5332,4,1984
0,0.2612,10,0,9.0,27.3112,5,1984
0,0.2616,10,0,9.0,27.1588,6,1984
0,0.2596,10,0,9.0,26.932,7,1984
0,0.2556,10,0,9.0,26.7036,8,1984
0,0.2532,10,0,9.0,26.4812,9,1984
0,0.2552,10,0,9.0,26.306,10,1984
0,0.258,10,0,9.0,26.1964,11,1984
0,0.2664,10,0,9.0,26.9384,12,1984
0,0.2664,10,0,9.0,27.672,1,1985
0,0.2664,10,0,9.0,28.282,2,1985
0,0.2544,10,0,9.0,27.8976,3,1985
0,0.2512,10,0,9.0,27.5416,4,1985
0,0.2536,10,0,9.0,27.3164,5,1985
0,0.2536,10,0,9.0,27.0516,6,1985
0,0.2512,10,0,9.0,26.7904,7,1985
0,0.2508,10,0,9.0,26.6252,8,1985
0,0.2528,10,0,9.0,26.4744,9,1985
0,0.2524,10,0,9.0,26.1948,10,1985
0,0.2516,10,0,9.0,25.9312,11,1985
0,0.2584,10,0,9.0,26.6796,12,1985
0,0.2584,10,0,9.0,27.4212,1,1986
0,0.2584,10,0,9.0,28.0328,2,1986
0,0.2476,10,0,9.0,27.704,3,1986
0,0.2492,10,0,9.0,27.5028,4,1986
0,0.248,10,0,9.0,27.3884,5,1986
0,0.248,10,0,9.0,27.0956,6,1986
0,0.2492,10,0,9.0,26.8328,7,1986
0,0.2468,10,0,9.0,26.5812,8,1986
0,0.2496,10,0,9.0,26.326,9,1986
0,0.2536,10,0,9.0,26.1288,10,1986
0,0.2556,10,0,9.0,25.9672,11,1986
0,0.2652,10,0,9.0,26.7116,12,1986
0,0.2652,10,0,9.0,27.4464,1,1987
0,0.2652,10,0,9.0,28.05,2,1987
0,0.2572,10,0,9.0,27.8156,3,1987
0,0.2572,10,0,9.0,27.5556,4,1987
0,0.2564,10,0,9.0,27.4716,5,1987
0,0.2564,10,0,9.0,27.3296,6,1987
0,0.26,10,0,9.0,27.1204,7,1987
0,0.2608,10,0,9.0,26.9168,8,1987
0,0.2624,10,0,9.0,26.7908,9,1987
0,0.262,10,0,9.0,26.5488,10,1987
0,0.2616,10,0,9.0,26.3324,11,1987
0,0.2616,10,0,9.0,27.0708,12,1987
0,0.2616,10,0,9.0,27.8092,1,1988
0,0.2608,10,0,9.0,28.3868,3,1988
0,0.2604,10,0,9.0,27.9728,4,1988
0,0.256,10,0,9.0,27.5696,5,1988
0,0.256,10,0,9.0,27.3232,6,1988
0,0.2556,10,0,9.0,27.16,7,1988
0,0.2516,10,0,9.0,26.9536,8,1988
0,0.2544,10,0,9.0,26.8136,9,1988
0,0.2572,10,0,9.0,26.5948,10,1988
0,0.258,10,0,9.0,26.404,11,1988
0,0.2652,10,0,9.0,27.146,12,1988
0,0.2652,10,0,9.0,27.8808,1,1989
0,0.2648,10,0,9.0,28.468,2,1989
0,0.2536,10,0,9.0,28.136,3,1989
0,0.2548,10,0,9.0,27.8744,4,1989
0,0.2588,10,0,9.0,27.6252,5,1989
0,0.2608,10,0,9.0,27.3772,6,1989
0,0.2616,10,0,9.0,27.1084,7,1989
0,0.258,10,0,9.0,26.8772,8,1989
0,0.262,10,0,9.0,26.678,9,1989
0,0.2648,10,0,9.0,26.6748,10,1989
0,0.2624,10,0,9.0,26.486,11,1989
0,0.2744,10,0,9.0,27.2236,12,1989
0,0.2744,10,0,9.0,27.9492,1,1990
0,0.2744,10,0,9.0,28.5364,2,1990
0,0.2632,10,0,9.0,28.182,3,1990
0,0.2636,10,0,9.0,27.82,4,1990
0,0.2632,10,0,9.0,27.5112,5,1990
0,0.2656,10,0,9.0,27.2948,6,1990
0,0.2656,10,0,9.0,27.0968,7,1990
0,0.2644,10,0,9.0,26.8456,8,1990
0,0.2688,10,0,9.0,26.658,9,1990
0,0.2656,10,0,9.0,26.416,10,1990
0,0.2676,10,0,9.0,26.276,11,1990
0,0.2736,10,0,9.0,27.0084,12,1990
0,0.2736,10,0,9.0,27.7348,1,1991
0,0.2728,10,0,9.0,28.2868,2,1991
0,0.262,10,0,9.0,27.9076,3,1991
0,0.2648,10,0,9.0,27.5972,4,1991
0,0.262,10,0,9.0,27.3596,5,1991
0,0.2588,10,0,9.0,27.0644,6,1991
0,0.2556,10,0,9.0,26.8132,7,1991
0,0.2544,10,0,9.0,26.5456,8,1991
0,0.2524,10,0,9.0,26.2192,9,1991
0,0.252,10,0,9.0,26.0452,10,1991
0,0.2524,10,0,9.0,25.9536,11,1991
0,0.2616,10,0,9.0,26.7012,12,1991
0,0.2616,10,0,9.0,27.4396,1,1992
0,0.2612,10,0,9.0,28.026,2,1992
0,0.2488,10,0,9.0,27.6572,3,1992
0,0.2516,10,0,9.0,27.3212,4,1992
0,0.2492,10,0,9.0,27.0448,5,1992
0,0.2492,10,0,9.0,26.8128,6,1992
0,0.25,10,0,9.0,26.5032,7,1992
0,0.2508,10,0,9.0,26.24,8,1992
0,0.2536,10,0,9.0,26.056,9,1992
0,0.258,10,0,9.0,25.96,10,1992
0,0.2544,10,0,9.0,25.7412,12,1992
0,0.2544,10,0,9.0,26.4868,1,1993
0,0.2436,10,0,9.0,26.236,2,1993
0,0.2324,10,0,9.0,25.8756,3,1993
0,0.2316,10,0,9.0,25.7524,4,1993
0,0.234,10,0,9.0,25.542,5,1993
0,0.2344,10,0,9.0,25.328,6,1993
0,0.2384,10,0,9.0,25.25,7,1993
0,0.238,10,0,9.0,25.156,8,1993
0,0.2336,10,0,9.0,24.9172,9,1993
0,0.2328,10,0,9.0,24.8928,10,1993
0,0.2332,10,0,9.0,24.7584,11,1993
0,0.2388,10,0,9.0,25.5252,12,1993
0,0.2388,10,0,9.0,26.2864,1,1994
0,0.2388,10,0,9.0,26.9,2,1994
0,0.2312,10,0,9.0,26.7284,3,1994
0,0.2328,10,0,9.0,26.4808,4,1994
0,0.2324,10,0,9.0,26.3412,5,1994
0,0.2352,10,0,9.0,26.3144,6,1994
0,0.2364,10,0,9.0,26.1756,7,1994
0,0.2364,10,0,9.0,26.0804,8,1994
0,0.2372,10,0,9.0,26.0096,9,1994
0,0.236,10,0,9.0,25.8884,10,1994
0,0.2368,10,0,9.0,25.7636,11,1994
0,0.2432,10,0,9.0,26.5268,12,1994
0,0.2432,10,0,9.0,27.2836,1,1995
0,0.2432,10,0,9.0,27.912,2,1995
0,0.2332,10,0,9.0,27.5936,3,1995
0,0.236,10,0,9.0,27.4184,4,1995
0,0.2384,10,0,9.0,27.2788,5,1995
0,0.2388,10,0,9.0,27.1128,6,1995
0,0.2416,10,0,9.0,26.8628,7,1995
0,0.2432,10,0,9.0,26.7036,8,1995
0,0.2436,10,0,9.0,26.4076,9,1995
0,0.2424,10,0,9.0,26.2248,10,1995
0,0.2472,10,0,9.0,26.162,11,1995
0,0.2552,10,0,9.0,26.9148,12,1995
0,0.2552,10,0,9.0,27.6596,1,1996
0,0.2552,10,0,9.0,28.2612,2,1996
0,0.2472,10,0,9.0,27.9468,3,1996
0,0.2528,10,0,9.0,27.8044,4,1996
0,0.2568,10,0,9.0,27.6552,5,1996
0,0.256,10,0,9.0,27.5132,6,1996
0,0.256,10,0,9.0,27.3348,7,1996
0,0.2548,10,0,9.0,27.0104,8,1996
0,0.2552,10,0,9.0,26.7812,9,1996
0,0.258,10,0,9.0,26.5996,10,1996
0,0.258,10,0,9.0,26.4232,11,1996
0,0.2656,10,0,9.0,27.1652,12,1996
0,0.2756,10,0,9.0,27.8996,1,1997
0,0.2752,10,0,9.0,28.4644,2,1997
0,0.2688,10,0,9.0,27.978,3,1997
0,0.2712,10,0,9.0,27.706,5,1997
0,0.27,10,0,9.0,27.5068,6,1997
0,0.2672,10,0,9.0,27.1836,7,1997
0,0.2672,10,0,9.0,26.982,8,1997
0,0.2664,10,0,9.0,26.7092,9,1997
0,0.2652,10,0,9.0,26.4948,10,1997
0,0.2632,10,0,9.0,26.2224,11,1997
0,0.2712,10,0,9.0,26.9592,12,1997
0,0.2712,10,0,9.0,27.688,1,1998
0,0.2712,10,0,9.0,28.29,2,1998
0,0.2624,10,0,9.0,27.9976,3,1998
0,0.2664,10,0,9.0,27.8152,4,1998
0,0.2664,10,0,9.0,27.558,5,1998
0,0.2648,10,0,9.0,27.2044,6,1998
0,0.264,10,0,9.0,26.9712,7,1998
0,0.2628,10,0,9.0,26.8224,8,1998
0,0.2636,10,0,9.0,26.6884,9,1998
0,0.2616,10,0,9.0,26.5484,10,1998
0,0.2636,10,0,9.0,26.4324,11,1998
0,0.2728,10,0,9.0,27.1688,12,1998
0,0.2728,10,0,9.0,27.896,1,1999
0,0.2724,10,0,9.0,28.464,2,1999
0,0.2636,10,0,9.0,28.17,3,1999
0,0.266,10,0,9.0,27.8052,4,1999
0,0.2656,10,0,9.0,27.6764,5,1999
0,0.2656,10,0,9.0,27.442,6,1999
0,0.2664,10,0,9.0,27.2112,7,1999
0,0.2696,10,0,9.0,27.1128,8,1999
0,0.2724,10,0,9.0,26.9648,9,1999
0,0.27,10,0,9.0,26.8164,10,1999
0,0.2716,10,0,9.0,26.6764,11,1999
0,0.2804,10,0,9.0,27.4048,12,1999
0,0.2804,10,0,9.0,28.1244,1,2000
0,0.28,10,0,9.0,28.6844,2,2000
0,0.2736,10,0,9.0,28.386,3,2000
0,0.2704,10,0,9.0,28.064,4,2000
0,0.27,10,0,9.0,27.7492,5,2000
0,0.268,10,0,9.0,27.4292,6,2000
0,0.2712,10,0,9.0,27.302,7,2000
0,0.27,10,0,9.0,27.1124,8,2000
0,0.2728,10,0,9.0,26.966,9,2000
0,0.2748,10,0,9.0,26.7808,10,2000
0,0.272,10,0,9.0,26.4804,11,2000
0,0.2796,10,0,9.0,27.2084,12,2000
0,0.2796,10,0,9.0,27.9288,1,2001
0,0.2796,10,0,9.0,28.5232,2,2001
0,0.2712,10,0,9.0,28.3164,3,2001
0,0.2768,10,0,9.0,28.1268,4,2001
0,0.278,10,0,9.0,27.8736,5,2001
0,0.272,10,0,9.0,27.4696,6,2001
0,0.2664,10,0,9.0,27.1288,7,2001
0,0.2668,10,0,9.0,26.9396,8,2001
0,0.2676,10,0,9.0,26.726,9,2001
0,0.2684,10,0,9.0,26.486,10,2001
0,0.2616,10,0,9.0,26.1536,11,2001
0,0.2616,10,0,9.0,26.892,12,2001
0,0.2616,10,0,9.0,27.6304,1,2002
0,0.2616,10,0,9.0,28.2332,3,2002
0,0.2624,10,0,9.0,27.9476,4,2002
0,0.2656,10,0,9.0,27.7284,5,2002
0,0.266,10,0,9.0,27.5468,6,2002
0,0.2712,10,0,9.0,27.3676,7,2002
0,0.272,10,0,9.0,27.0744,8,2002
0,0.2704,10,0,9.0,26.7812,9,2002
0,0.2712,10,0,9.0,26.6472,10,2002
0,0.2692,10,0,9.0,26.3788,11,2002
0,0.2776,10,0,9.0,27.1096,12,2002
0,0.2776,10,0,9.0,27.832,1,2003
0,0.2776,10,0,9.0,28.43,2,2003
0,0.2704,10,0,9.0,28.1616,3,2003
0,0.2708,10,0,9.0,27.902,4,2003
0,0.2684,10,0,9.0,27.6276,5,2003
0,0.2664,10,0,9.0,27.502,6,2003
0,0.2664,10,0,9.0,27.3232,7,2003
0,0.2632,10,0,9.0,27.0244,8,2003
0,0.26,10,0,9.0,26.676,9,2003
0,0.2592,10,0,9.0,26.4436,10,2003
0,0.2572,10,0,9.0,26.2272,11,2003
0,0.2692,10,0,9.0,26.97,12,2003
0,0.2692,10,0,9.0,27.7008,1,2004
0,0.2692,10,0,9.0,28.2896,2,2004
0,0.2612,10,0,9.0,27.9944,3,2004
0,0.264,10,0,9.0,27.7684,4,2004
0,0.264,10,0,9.0,27.5368,5,2004
0,0.2648,10,0,9.0,27.4276,6,2004
0,0.2672,10,0,9.0,27.206,7,2004
0,0.2636,10,0,9.0,26.9536,8,2004
0,0.2632,10,0,9.0,26.7288,9,2004
0,0.2664,10,0,9.0,26.6256,10,2004
0,0.2652,10,0,9.0,26.4552,11,2004
0,0.2716,10,0,9.0,27.19,12,2004
0,0.2716,10,0,9.0,27.9184,1,2005
0,0.2716,10,0,9.0,28.5044,2,2005
0,0.2604,10,0,9.0,28.1568,3,2005
0,0.264,10,0,9.0,27.9968,4,2005
0,0.2676,10,0,9.0,27.7668,5,2005
0,0.2692,10,0,9.0,27.5116,6,2005
0,0.2692,10,0,9.0,27.2732,7,2005
0,0.2656,10,0,9.0,27.0096,8,2005
0,0.2624,10,0,9.0,26.766,9,2005
0,0.2632,10,0,9.0,26.6012,10,2005
0,0.2676,10,0,9.0,26.5032,11,2005
0,0.2744,10,0,9.0,27.2356,12,2005
0,0.2744,10,0,9.0,27.9612,1,2006
0,0.2744,10,0,9.0,28.5444,2,2006
0,0.2648,10,0,9.0,28.2476,3,2006
0,0.2636,10,0,9.0,27.9828,4,2006
0,0.2656,10,0,9.0,27.8188,5,2006
0,0.2648,10,0,9.0,27.582,7,2006
0,0.2656,10,0,9.0,27.3132,8,2006
0,0.2664,10,0,9.0,27.0352,9,2006
0,0.2672,10,0,9.0,26.7904,10,2006
0,0.2664,10,0,9.0,26.5556,11,2006
0,0.2756,10,0,9.0,27.2892,12,2006
0,0.2756,10,0,9.0,28.0136,1,2007
0,0.2756,10,0,9.0,28.6112,2,2007
0,0.2664,10,0,9.0,28.3216,3,2007
0,0.2672,10,0,9.0,27.9504,4,2007
0,0.2644,10,0,9.0,27.6544,5,2007
0,0.266,10,0,9.0,27.438,6,2007
0,0.2648,10,0,9.0,27.2484,7,2007
0,0.2648,10,0,9.0,26.9348,8,2007
0,0.264,10,0,9.0,26.6968,9,2007
0,0.2636,10,0,9.0,26.4372,10,2007
0,0.26,10,0,9.0,26.1308,11,2007
0,0.2684,10,0,9.0,26.8708,12,2007
0,0.2684,10,0,9.0,27.6024,1,2008
0,0.2684,10,0,9.0,28.2012,2,2008
0,0.2556,10,0,9.0,27.9032,3,2008
0,0.2552,10,0,9.0,27.7016,4,2008
0,0.2556,10,0,9.0,27.412,5,2008
0,0.2552,10,0,9.0,27.1648,6,2008
0,0.2548,10,0,9.0,27.0188,7,2008
0,0.2556,10,0,9.0,26.8528,8,2008
0,0.2576,10,0,9.0,26.5464,9,2008
0,0.2568,10,0,9.0,26.2572,10,2008
0,0.262,10,0,9.0,26.1076,11,2008
0,0.2704,10,0,9.0,26.8456,12,2008
0,0.2704,10,0,9.0,27.5752,1,2009
0,0.2704,10,0,9.0,28.1648,2,2009
0,0.2612,10,0,9.0,27.7668,3,2009
0,0.2664,10,0,9.0,27.5476,4,2009
0,0.2672,10,0,9.0,27.3556,5,2009
0,0.2652,10,0,9.0,27.242,6,2009
0,0.2644,10,0,9.0,27.006,7,2009
0,0.262,10,0,9.0,26.732,8,2009
0,0.2596,10,0,9.0,26.4748,9,2009
0,0.2596,10,0,9.0,26.304,10,2009
0,0.2612,10,0,9.0,26.1488,11,2009
0,0.27,10,0,9.0,26.8876,12,2009
0,0.27,10,0,9.0,27.6176,1,2010
0,0.27,10,0,9.0,28.2224,2,2010
0,0.2628,10,0,9.0,27.986,3,2010
0,0.2628,10,0,9.0,27.692,4,2010
0,0.264,10,0,9.0,27.6068,5,2010
0,0.2676,10,0,9.0,27.4404,6,2010
0,0.2656,10,0,9.0,27.19,7,2010
0,0.2656,10,0,9.0,27.074,8,2010
0,0.2632,10,0,9.0,26.8192,9,2010
0,0.2624,10,0,9.0,26.5456,10,2010
0,0.2612,10,0,9.0,26.4256,11,2010
0,0.2612,10,0,9.0,27.1644,12,2010
0,0.2612,10,0,9.0,27.9032,1,2011
0,0.2608,10,0,9.0,28.464,3,2011
0,0.2632,10,0,9.0,28.1876,4,2011
0,0.2664,10,0,9.0,28.012,5,2011
0,0.2692,10,0,9.0,27.8152,6,2011
0,0.2692,10,0,9.0,27.7028,7,2011
0,0.2684,10,0,9.0,27.5376,8,2011
0,0.27,10,0,9.0,27.2372,9,2011
0,0.2688,10,0,9.0,27.048,10,2011
0,0.2664,10,0,9.0,26.8748,11,2011
0,0.2776,10,0,9.0,27.6084,12,2011
0,0.2776,10,0,9.0,28.3308,1,2012
0,0.2768,10,0,9.0,28.8732,2,2012
0,0.268,10,0,9.0,28.5444,3,2012
0,0.2724,10,0,9.0,28.358,4,2012
0,0.2748,10,0,9.0,28.1804,5,2012
0,0.276,10,0,9.0,27.8992,6,2012
0,0.278,10,0,9.0,27.714,7,2012
0,0.2844,10,0,9.0,27.5308,8,2012
0,0.2868,10,0,9.0,27.4092,9,2012
0,0.2908,10,0,9.0,27.2196,10,2012
0,0.2876,10,0,9.0,26.9912,11,2012
0,0.2956,10,0,9.0,27.7036,12,2012
0,0.2956,10,0,9.0,28.408,1,2013
0,0.2948,10,0,9.0,28.9304,2,2013
0,0.2848,10,0,9.0,28.5572,3,2013
0,0.2852,10,0,9.0,28.2468,4,2013
0,0.286,10,0,9.0,28.0596,5,2013
0,0.2868,10,0,9.0,27.8404,6,2013
0,0.2892,10,0,9.0,27.716,7,2013
0,0.2848,10,0,9.0,27.4496,8,2013
0,0.282,10,0,9.0,27.2776,9,2013
0,0.2864,10,0,9.0,27.1916,10,2013
0,0.2896,10,0,9.0,27.0768,11,2013
0,0.296,10,0,9.0,27.7872,12,2013
0,0.296,10,0,9.0,28.4912,1,2014
0,0.2956,10,0,9.0,29.0188,2,2014
0,0.2836,10,0,9.0,28.6264,3,2014
0,0.2808,10,0,9.0,28.36,4,2014
0,0.282,10,0,9.0,28.0904,5,2014
0,0.2848,10,0,9.0,27.8816,6,2014
0,0.2864,10,0,9.0,27.7508,7,2014
0,0.286,10,0,9.0,27.5456,8,2014
0,0.286,10,0,9.0,27.3072,9,2014
0,0.29,10,0,9.0,27.2028,10,2014
0,0.2888,10,0,9.0,26.91,11,2014
0,0.298,10,0,9.0,27.6212,12,2014
0,0.298,10,0,9.0,28.3232,1,2015
0,0.2976,10,0,9.0,28.8804,2,2015
0,0.2864,10,0,9.0,28.4444,3,2015
0,0.2888,10,0,9.0,28.1584,4,2015
0,0.2876,10,0,9.0,27.8264,5,2015
0,0.2852,10,0,9.0,27.5084,6,2015
0,0.2828,10,0,9.0,27.2048,7,2015
0,0.284,10,0,9.0,27.0756,8,2015
0,0.2848,10,0,9.0,26.8648,10,2015
0,0.2828,10,0,9.0,26.684,11,2015
0,0.2908,10,0,9.0,27.4012,12,2015
0,0.2908,10,0,9.0,28.1104,1,2016
0,0.2908,10,0,9.0,28.6944,2,2016
0,0.2816,10,0,9.0,28.3912,3,2016
0,0.282,10,0,9.0,28.0332,4,2016
0,0.276,10,0,9.0,27.744,5,2016
0,0.2748,10,0,9.0,27.5588,6,2016
0,0.2748,10,0,9.0,27.3188,7,2016
0,0.274,10,0,9.0,27.0104,8,2016
0,0.2744,10,0,9.0,26.7984,9,2016
0,0.2724,10,0,9.0,26.5588,10,2016
0,0.2716,10,0,9.0,26.3924,11,2016
0,0.28,10,0,9.0,27.1208,12,2016
0,0.28,10,0,9.0,27.8408,1,2017
0,0.2788,10,0,9.0,28.3816,2,2017
